Name,Jones (vector)
12a_692,{-11; 1; -1; 4; -9; 15; -21; 23; -24; 22; -15; 11; -5; 2; -1}
12a_693,{-10; 2; 1; -3; 7; -13; 18; -21; 22; -20; 16; -11; 6; -2; 1}
12a_694,{1; 13; 1; -2; 6; -11; 17; -22; 25; -24; 21; -16; 9; -4; 1}
12a_695,{-3; 9; 1; -5; 13; -23; 34; -41; 44; -41; 33; -22; 12; -5; 1}
12a_696,{-7; 5; -1; 5; -12; 22; -33; 41; -44; 42; -34; 24; -13; 5; -1}
12a_697,{-6; 6; 1; -5; 13; -25; 37; -45; 49; -45; 37; -25; 13; -5; 1}
12a_698,{-8; 4; -1; 4; -10; 20; -30; 37; -40; 38; -31; 22; -12; 5; -1}
12a_699,{-7; 5; -1; 4; -10; 20; -30; 38; -42; 40; -33; 24; -13; 5; -1}
12a_700,{-5; 7; -1; 4; -11; 21; -30; 38; -40; 38; -31; 21; -12; 5; -1}
12a_701,{-11; 1; -1; 4; -10; 19; -28; 33; -36; 34; -26; 19; -10; 4; -1}
12a_702,{-10; 2; 1; -3; 7; -13; 19; -24; 25; -24; 21; -14; 9; -4; 1}
12a_703,{-9; 3; 1; -4; 10; -21; 33; -42; 47; -45; 38; -27; 16; -6; 1}
12a_704,{-8; 4; -1; 3; -8; 16; -24; 30; -32; 31; -25; 18; -10; 4; -1}
12a_705,{-6; 6; 1; -5; 14; -26; 38; -47; 50; -46; 38; -25; 13; -5; 1}
12a_706,{-5; 7; -1; 4; -10; 18; -26; 32; -33; 32; -25; 17; -10; 4; -1}
12a_707,{-7; 5; -1; 4; -11; 21; -31; 40; -43; 41; -34; 24; -13; 5; -1}
12a_708,{-5; 7; 1; -4; 9; -16; 23; -28; 31; -28; 24; -17; 9; -4; 1}
12a_709,{-8; 4; -1; 4; -11; 21; -31; 39; -41; 39; -32; 22; -12; 5; -1}
12a_710,{-9; 3; 1; -4; 11; -22; 34; -44; 48; -46; 39; -27; 16; -6; 1}
12a_711,{-8; 4; -1; 4; -10; 19; -29; 36; -38; 37; -30; 21; -12; 5; -1}
12a_712,{-9; 3; 1; -5; 13; -24; 37; -47; 50; -48; 40; -27; 16; -6; 1}
12a_713,{-3; 9; 1; -3; 7; -12; 17; -20; 22; -20; 16; -11; 6; -3; 1}
12a_714,{-7; 5; 1; -3; 6; -10; 13; -15; 16; -14; 12; -8; 5; -3; 1}
12a_715,{-6; 6; 1; -3; 7; -13; 19; -24; 27; -25; 21; -15; 9; -4; 1}
12a_716,{-12; 0; -1; 2; -3; 4; -5; 5; -5; 5; -4; 4; -2; 2; -1}
12a_717,{-11; 1; -1; 2; -4; 7; -10; 12; -13; 13; -10; 8; -5; 3; -1}
12a_718,{-11; 1; -1; 3; -7; 12; -17; 21; -22; 20; -16; 12; -6; 3; -1}
12a_719,{-10; 2; -1; 2; -5; 10; -15; 20; -23; 23; -19; 15; -9; 4; -1}
12a_720,{-11; 1; -1; 3; -6; 10; -14; 16; -17; 16; -12; 9; -5; 3; -1}
12a_721,{-10; 2; -1; 3; -7; 13; -19; 24; -27; 26; -21; 16; -9; 4; -1}
12a_722,{2; 14; 1; -1; 2; -2; 3; -3; 3; -3; 3; -3; 2; -2; 1}
12a_723,{1; 13; 1; -2; 4; -5; 7; -8; 9; -8; 7; -6; 3; -2; 1}
12a_724,{1; 13; 1; -2; 5; -8; 12; -14; 16; -16; 13; -10; 6; -3; 1}
12a_725,{0; 12; 1; -3; 7; -11; 15; -17; 19; -16; 12; -9; 4; -2; 1}
12a_726,{1; 13; 1; -2; 5; -7; 11; -14; 15; -15; 13; -10; 6; -3; 1}
12a_727,{0; 12; 1; -3; 8; -13; 19; -23; 25; -23; 18; -13; 7; -3; 1}
12a_728,{-5; 7; -1; 3; -7; 12; -16; 20; -20; 19; -15; 10; -6; 3; -1}
12a_729,{-4; 8; -1; 3; -7; 13; -18; 24; -26; 25; -21; 15; -9; 4; -1}
12a_730,{0; 12; 1; -3; 7; -12; 19; -22; 24; -23; 18; -13; 7; -3; 1}
12a_731,{-2; 10; 1; -2; 5; -8; 11; -14; 16; -15; 13; -10; 6; -3; 1}
12a_732,{-10; 2; -1; 2; -4; 7; -10; 13; -14; 14; -12; 9; -5; 3; -1}
12a_733,{0; 12; 1; -2; 4; -6; 9; -10; 11; -10; 8; -6; 3; -2; 1}
12a_734,{-3; 9; 1; -4; 10; -18; 27; -33; 36; -33; 27; -19; 10; -4; 1}
12a_735,{-1; 11; 1; -3; 6; -9; 13; -14; 15; -13; 10; -8; 4; -2; 1}
12a_736,{-6; 6; 1; -3; 7; -12; 17; -21; 22; -20; 17; -11; 6; -3; 1}
12a_737,{-11; 1; -1; 4; -9; 15; -21; 25; -26; 23; -18; 13; -6; 3; -1}
12a_738,{-10; 2; -1; 3; -6; 10; -14; 17; -18; 17; -14; 10; -5; 3; -1}
12a_739,{1; 13; 1; -2; 6; -10; 16; -20; 22; -23; 19; -14; 9; -4; 1}
12a_740,{0; 12; 1; -2; 5; -8; 13; -16; 17; -17; 14; -10; 6; -3; 1}
12a_741,{0; 12; 1; -4; 11; -19; 29; -35; 38; -36; 28; -20; 11; -4; 1}
12a_742,{-7; 5; 1; -3; 7; -12; 16; -20; 21; -18; 16; -11; 6; -3; 1}
12a_743,{-5; 7; 1; -2; 4; -6; 8; -10; 11; -11; 10; -7; 5; -3; 1}
12a_744,{-9; 3; -1; 2; -3; 5; -6; 7; -8; 8; -7; 6; -4; 3; -1}
12a_745,{-1; 11; 1; -2; 4; -5; 7; -8; 8; -7; 6; -5; 3; -2; 1}
12a_746,{-5; 7; -1; 4; -10; 18; -26; 33; -34; 32; -26; 18; -10; 4; -1}
12a_747,{-8; 4; -1; 4; -10; 18; -26; 32; -33; 31; -25; 17; -9; 4; -1}
12a_748,{-4; 8; 1; -3; 7; -12; 17; -20; 21; -19; 16; -11; 6; -3; 1}
12a_749,{-10; 2; -1; 3; -7; 12; -17; 21; -22; 21; -17; 12; -6; 3; -1}
12a_750,{-1; 11; 1; -3; 7; -13; 18; -19; 22; -19; 14; -11; 5; -2; 1}
12a_751,{-7; 5; -1; 3; -7; 13; -18; 23; -25; 24; -20; 14; -8; 4; -1}
12a_752,{-3; 9; 1; -2; 5; -9; 13; -16; 18; -17; 14; -10; 6; -3; 1}
12a_753,{-9; 3; -1; 2; -4; 7; -9; 11; -12; 12; -10; 8; -5; 3; -1}
12a_754,{-4; 8; -1; 4; -11; 21; -30; 39; -42; 40; -33; 23; -13; 5; -1}
12a_755,{-3; 9; 1; -4; 11; -21; 32; -40; 44; -41; 34; -24; 13; -5; 1}
12a_756,{-8; 4; -1; 3; -8; 15; -22; 28; -29; 28; -23; 16; -9; 4; -1}
12a_757,{-3; 9; 1; -3; 7; -13; 19; -23; 26; -24; 20; -14; 8; -4; 1}
12a_758,{-4; 8; 1; -3; 6; -10; 14; -16; 17; -15; 13; -9; 5; -3; 1}
12a_759,{-9; 3; -1; 2; -4; 6; -7; 8; -8; 8; -6; 5; -3; 2; -1}
12a_760,{-8; 4; -1; 2; -5; 9; -12; 16; -17; 16; -13; 10; -6; 3; -1}
12a_761,{-8; 4; -1; 3; -7; 12; -17; 21; -21; 20; -16; 11; -6; 3; -1}
12a_762,{1; 13; 1; -1; 3; -4; 5; -6; 7; -7; 6; -5; 3; -2; 1}
12a_763,{0; 12; 1; -2; 5; -8; 12; -14; 15; -14; 11; -8; 4; -2; 1}
12a_764,{0; 12; 1; -2; 6; -10; 15; -19; 21; -20; 16; -12; 7; -3; 1}
12a_765,{-6; 6; 1; -4; 11; -22; 33; -41; 45; -42; 35; -24; 13; -5; 1}
12a_766,{-6; 6; 1; -4; 10; -18; 26; -32; 34; -31; 26; -17; 9; -4; 1}
12a_767,{-1; 11; 1; -3; 7; -11; 16; -18; 19; -17; 13; -10; 5; -2; 1}
12a_768,{-8; 4; -1; 3; -8; 15; -21; 27; -29; 27; -22; 16; -9; 4; -1}
12a_769,{-7; 5; -1; 3; -8; 15; -21; 28; -30; 28; -24; 17; -9; 4; -1}
12a_770,{-3; 9; 1; -3; 8; -15; 23; -29; 32; -30; 25; -18; 10; -4; 1}
12a_771,{-10; 2; -1; 4; -10; 18; -26; 32; -35; 33; -26; 19; -10; 4; -1}
12a_772,{-2; 10; 1; -2; 5; -9; 13; -17; 20; -19; 17; -13; 8; -4; 1}
12a_773,{-3; 9; 1; -2; 4; -7; 10; -12; 14; -13; 11; -8; 5; -3; 1}
12a_774,{-7; 5; -1; 2; -4; 7; -9; 12; -13; 13; -11; 8; -5; 3; -1}
12a_775,{-1; 11; 1; -2; 5; -8; 11; -12; 13; -12; 9; -7; 4; -2; 1}
12a_776,{-4; 8; -1; 3; -8; 16; -23; 31; -34; 33; -28; 20; -12; 5; -1}
12a_777,{-2; 10; 1; -3; 8; -14; 20; -25; 28; -26; 22; -16; 9; -4; 1}
12a_778,{-6; 6; 1; -4; 11; -21; 31; -39; 43; -40; 33; -23; 13; -5; 1}
12a_779,{-7; 5; -1; 3; -8; 15; -21; 27; -29; 28; -23; 16; -9; 4; -1}
12a_780,{0; 12; 1; -3; 9; -17; 27; -33; 36; -35; 28; -20; 11; -4; 1}
12a_781,{-5; 7; -1; 3; -7; 13; -18; 23; -24; 23; -19; 13; -8; 4; -1}
12a_782,{-5; 7; 1; -3; 7; -12; 17; -21; 23; -22; 19; -13; 8; -4; 1}
12a_783,{-3; 9; 1; -3; 8; -15; 22; -27; 30; -28; 23; -16; 9; -4; 1}
12a_784,{-5; 7; -1; 3; -8; 15; -22; 29; -30; 29; -24; 17; -10; 4; -1}
12a_785,{-1; 11; -1; 6; -14; 25; -35; 43; -45; 42; -34; 22; -12; 5; -1}
12a_786,{-5; 7; -1; 3; -7; 13; -19; 25; -26; 25; -21; 15; -9; 4; -1}
12a_787,{-7; 5; -1; 2; -5; 9; -12; 17; -18; 17; -15; 11; -6; 3; -1}
12a_788,{-3; 9; 1; -5; 14; -25; 37; -45; 48; -45; 36; -24; 13; -5; 1}
12a_789,{-5; 7; -1; 2; -5; 9; -12; 16; -16; 16; -13; 9; -6; 3; -1}
12a_790,{-4; 8; -1; 2; -5; 10; -14; 20; -22; 22; -19; 14; -9; 4; -1}
12a_791,{-6; 6; -1; 2; -4; 6; -7; 9; -8; 8; -7; 5; -3; 2; -1}
12a_792,{-5; 7; -1; 2; -4; 7; -9; 12; -12; 12; -10; 7; -5; 3; -1}
12a_793,{-6; 6; 1; -5; 12; -23; 35; -42; 46; -43; 35; -24; 13; -5; 1}
12a_794,{1; 13; 1; -1; 4; -6; 9; -12; 13; -14; 12; -9; 6; -3; 1}
12a_795,{0; 12; 1; -2; 6; -10; 16; -20; 21; -21; 17; -12; 7; -3; 1}
12a_796,{0; 12; 1; -1; 3; -4; 6; -8; 8; -8; 7; -5; 3; -2; 1}
12a_797,{-1; 11; 1; -2; 5; -7; 10; -12; 12; -11; 9; -7; 4; -2; 1}
12a_798,{0; 12; 1; -3; 9; -16; 25; -31; 34; -33; 26; -19; 11; -4; 1}
12a_799,{-3; 9; 1; -3; 7; -13; 20; -25; 28; -26; 22; -16; 9; -4; 1}
12a_800,{0; 12; 1; -1; 4; -6; 9; -13; 14; -14; 12; -9; 6; -3; 1}
12a_801,{1; 13; 1; -1; 5; -8; 13; -19; 20; -21; 19; -14; 9; -4; 1}
12a_802,{-1; 11; 1; -1; 3; -4; 5; -6; 6; -6; 5; -4; 3; -2; 1}
12a_803,{-2; 10; 1; -1; 2; -2; 2; -2; 2; -2; 2; -2; 1; -1; 1}
12a_804,{-1; 11; -1; 4; -9; 19; -28; 36; -40; 38; -32; 23; -13; 5; -1}
12a_805,{-10; 2; 1; -4; 7; -11; 15; -18; 19; -17; 15; -10; 7; -4; 1}
12a_806,{-9; 3; 1; -4; 8; -16; 25; -31; 35; -33; 28; -20; 12; -5; 1}
12a_807,{-9; 3; 1; -5; 12; -21; 29; -35; 37; -33; 27; -17; 9; -4; 1}
12a_808,{-8; 4; 1; -4; 7; -11; 16; -19; 21; -20; 17; -12; 8; -4; 1}
12a_809,{-1; 11; -1; 4; -8; 15; -22; 29; -31; 30; -26; 18; -11; 5; -1}
12a_810,{-2; 10; -1; 5; -12; 21; -29; 37; -38; 35; -29; 19; -11; 5; -1}
12a_811,{4; 16; 1; -2; 7; -11; 17; -21; 22; -22; 18; -13; 7; -3; 1}
12a_812,{0; 12; 1; -3; 8; -15; 24; -29; 32; -31; 25; -18; 10; -4; 1}
12a_813,{4; 16; 1; -2; 6; -9; 14; -17; 19; -19; 15; -12; 7; -3; 1}
12a_814,{3; 15; 1; -3; 8; -13; 20; -23; 25; -24; 18; -13; 7; -3; 1}
12a_815,{-8; 4; -1; 2; -5; 8; -11; 14; -14; 14; -10; 8; -5; 2; -1}
12a_816,{-7; 5; -1; 2; -6; 11; -16; 22; -23; 23; -19; 14; -8; 3; -1}
12a_817,{4; 16; 1; -2; 7; -11; 17; -21; 22; -22; 18; -13; 7; -3; 1}
12a_818,{-5; 7; 1; -3; 8; -15; 22; -28; 31; -29; 25; -18; 10; -4; 1}
12a_819,{-6; 6; 1; -4; 8; -14; 20; -24; 27; -24; 20; -14; 8; -4; 1}
12a_820,{-5; 7; 1; -4; 8; -14; 21; -25; 28; -26; 22; -16; 9; -4; 1}
12a_821,{-6; 6; 1; -4; 9; -16; 23; -28; 31; -28; 23; -16; 9; -4; 1}
12a_822,{1; 13; 1; -2; 5; -8; 13; -16; 18; -18; 15; -12; 7; -3; 1}
12a_823,{0; 12; 1; -3; 7; -11; 17; -20; 22; -21; 16; -12; 7; -3; 1}
12a_824,{-8; 4; -1; 2; -5; 9; -13; 16; -16; 16; -12; 9; -5; 2; -1}
12a_825,{-7; 5; -1; 2; -6; 11; -15; 20; -21; 21; -17; 12; -7; 3; -1}
12a_826,{-7; 5; -1; 2; -5; 8; -10; 13; -13; 13; -10; 7; -4; 2; -1}
12a_827,{-6; 6; -1; 2; -5; 8; -10; 14; -14; 14; -12; 9; -6; 3; -1}
12a_828,{3; 15; 1; -3; 8; -14; 23; -28; 31; -30; 24; -18; 10; -4; 1}
12a_829,{1; 13; 1; -3; 8; -14; 22; -27; 30; -29; 24; -18; 10; -4; 1}
12a_830,{-7; 5; -1; 3; -8; 15; -23; 30; -32; 32; -26; 19; -11; 4; -1}
12a_831,{-7; 5; -1; 3; -8; 15; -23; 30; -32; 32; -26; 19; -11; 4; -1}
12a_832,{1; 13; 1; -3; 8; -14; 22; -27; 30; -29; 24; -18; 10; -4; 1}
12a_833,{-3; 9; 1; -3; 6; -11; 17; -21; 24; -22; 19; -14; 8; -4; 1}
12a_834,{-4; 8; 1; -4; 9; -15; 21; -25; 27; -24; 20; -14; 8; -4; 1}
12a_835,{-8; 4; -1; 2; -4; 6; -8; 10; -10; 10; -7; 6; -4; 2; -1}
12a_836,{-7; 5; -1; 2; -5; 9; -13; 18; -19; 19; -16; 12; -7; 3; -1}
12a_837,{-7; 5; -1; 3; -7; 12; -17; 21; -22; 22; -17; 12; -7; 3; -1}
12a_838,{2; 14; 1; -1; 3; -3; 4; -5; 5; -5; 4; -4; 3; -2; 1}
12a_839,{1; 13; 1; -2; 5; -7; 10; -11; 12; -12; 9; -7; 4; -2; 1}
12a_840,{1; 13; 1; -2; 6; -9; 14; -18; 19; -19; 16; -12; 7; -3; 1}
12a_841,{0; 12; 1; -3; 7; -11; 17; -19; 20; -19; 14; -10; 5; -2; 1}
12a_842,{-6; 6; -1; 2; -4; 7; -9; 12; -13; 13; -11; 9; -6; 3; -1}
12a_843,{0; 12; 1; -2; 5; -7; 10; -12; 13; -12; 9; -7; 4; -2; 1}
12a_844,{-4; 8; -1; 3; -8; 16; -23; 30; -32; 31; -26; 18; -10; 4; -1}
12a_845,{-6; 6; -1; 2; -5; 9; -12; 16; -16; 16; -14; 10; -6; 3; -1}
12a_846,{-4; 8; -1; 3; -8; 16; -23; 30; -32; 31; -26; 18; -10; 4; -1}
12a_847,{-2; 10; 1; -3; 8; -15; 22; -27; 30; -28; 24; -17; 9; -4; 1}
12a_848,{-11; 1; -1; 4; -9; 15; -21; 24; -25; 23; -17; 12; -6; 3; -1}
12a_849,{-10; 2; -1; 4; -9; 15; -22; 27; -29; 28; -22; 16; -9; 4; -1}
12a_850,{-2; 10; 1; -3; 5; -7; 10; -11; 13; -12; 10; -8; 5; -3; 1}
12a_851,{-3; 9; 1; -4; 9; -15; 21; -24; 26; -23; 18; -12; 6; -3; 1}
12a_852,{-3; 9; 1; -4; 9; -16; 25; -30; 33; -31; 25; -18; 10; -4; 1}
12a_853,{-4; 8; 1; -4; 9; -16; 23; -26; 28; -25; 20; -14; 7; -3; 1}
12a_854,{-4; 8; 1; -4; 8; -12; 17; -19; 20; -18; 14; -10; 6; -3; 1}
12a_855,{-5; 7; 1; -4; 8; -13; 20; -24; 26; -25; 21; -15; 9; -4; 1}
12a_856,{-6; 6; 1; -5; 12; -20; 29; -35; 37; -34; 27; -18; 10; -4; 1}
12a_857,{-9; 3; 1; -5; 12; -21; 30; -36; 38; -35; 28; -18; 10; -4; 1}
12a_858,{-8; 4; 1; -4; 8; -13; 19; -23; 25; -24; 20; -14; 9; -4; 1}
12a_859,{-12; 0; -1; 3; -5; 7; -9; 10; -11; 10; -8; 7; -4; 3; -1}
12a_860,{-11; 1; -1; 3; -6; 11; -17; 21; -23; 22; -18; 14; -8; 4; -1}
12a_861,{-11; 1; -1; 4; -10; 18; -25; 30; -32; 29; -23; 16; -8; 4; -1}
12a_862,{-10; 2; -1; 3; -7; 14; -21; 26; -29; 28; -23; 17; -9; 4; -1}
12a_863,{-10; 2; -1; 3; -6; 10; -14; 18; -20; 19; -16; 12; -7; 4; -1}
12a_864,{-8; 4; -1; 4; -8; 13; -19; 23; -24; 23; -18; 13; -8; 4; -1}
12a_865,{-7; 5; -1; 4; -9; 17; -26; 33; -36; 35; -29; 21; -12; 5; -1}
12a_866,{-9; 3; 1; -5; 13; -25; 36; -44; 48; -44; 36; -24; 13; -5; 1}
12a_867,{-6; 6; 1; -6; 15; -27; 39; -47; 51; -46; 37; -25; 13; -5; 1}
12a_868,{-6; 6; 1; -6; 17; -31; 46; -57; 61; -57; 46; -31; 17; -6; 1}
12a_869,{-10; 2; 1; -4; 8; -14; 19; -23; 25; -22; 19; -13; 8; -4; 1}
12a_870,{-9; 3; 1; -4; 8; -15; 22; -27; 30; -27; 23; -16; 9; -4; 1}
12a_871,{-9; 3; 1; -5; 11; -20; 28; -33; 36; -32; 26; -17; 9; -4; 1}
12a_872,{-8; 4; 1; -5; 10; -17; 24; -28; 31; -28; 23; -16; 9; -4; 1}
12a_873,{-4; 8; 1; -4; 10; -17; 23; -28; 30; -26; 22; -15; 8; -4; 1}
12a_874,{-9; 3; 1; -5; 12; -23; 34; -42; 46; -42; 35; -24; 13; -5; 1}
12a_875,{-2; 10; -1; 5; -13; 25; -36; 46; -49; 46; -38; 26; -15; 6; -1}
12a_876,{4; 16; 1; -2; 5; -7; 12; -14; 15; -16; 13; -10; 6; -3; 1}
12a_877,{3; 15; 1; -3; 7; -10; 16; -19; 20; -19; 15; -11; 6; -3; 1}
12a_878,{-8; 4; -1; 2; -4; 6; -9; 11; -10; 11; -8; 6; -4; 2; -1}
12a_879,{-7; 5; -1; 2; -5; 9; -13; 17; -18; 19; -15; 11; -7; 3; -1}
12a_880,{2; 14; 1; -4; 10; -15; 21; -24; 25; -22; 17; -12; 6; -3; 1}
12a_881,{-9; 3; -1; 3; -6; 8; -11; 13; -12; 12; -9; 7; -4; 2; -1}
12a_882,{-8; 4; -1; 3; -7; 12; -18; 22; -22; 22; -17; 12; -7; 3; -1}
12a_883,{-8; 4; 1; -4; 8; -15; 22; -26; 29; -27; 23; -16; 9; -4; 1}
12a_884,{-4; 8; -1; 5; -13; 25; -36; 45; -48; 45; -37; 25; -13; 5; -1}
12a_885,{-4; 8; -1; 5; -13; 24; -34; 43; -46; 43; -35; 24; -13; 5; -1}
12a_886,{-9; 3; 1; -4; 10; -17; 25; -31; 32; -31; 25; -16; 10; -4; 1}
12a_887,{-6; 6; 1; -5; 13; -24; 35; -43; 47; -43; 35; -24; 13; -5; 1}
12a_888,{-4; 8; -1; 6; -15; 26; -37; 46; -48; 45; -36; 24; -13; 5; -1}
12a_889,{-7; 5; 1; -4; 8; -14; 20; -24; 26; -23; 20; -14; 8; -4; 1}
12a_890,{-6; 6; 1; -4; 9; -17; 25; -30; 33; -30; 25; -17; 9; -4; 1}
12a_891,{-1; 11; -1; 5; -11; 20; -28; 35; -37; 34; -28; 19; -10; 4; -1}
12a_892,{-2; 10; -1; 5; -11; 20; -28; 34; -36; 33; -26; 18; -10; 4; -1}
12a_893,{-6; 6; 1; -5; 13; -25; 38; -46; 50; -47; 38; -26; 14; -5; 1}
12a_894,{-5; 7; -1; 5; -12; 22; -33; 41; -43; 41; -33; 23; -13; 5; -1}
12a_895,{-3; 9; 1; -4; 11; -21; 30; -36; 40; -36; 29; -20; 10; -4; 1}
12a_896,{-5; 7; 1; -5; 10; -17; 25; -29; 32; -29; 24; -17; 9; -4; 1}
12a_897,{-6; 6; 1; -5; 11; -19; 27; -32; 35; -31; 25; -17; 9; -4; 1}
12a_898,{-8; 4; -1; 3; -8; 14; -20; 25; -26; 25; -19; 14; -8; 3; -1}
12a_899,{-7; 5; -1; 3; -8; 14; -20; 26; -27; 26; -21; 15; -8; 3; -1}
12a_900,{3; 15; 1; -4; 12; -21; 31; -37; 40; -37; 29; -20; 10; -4; 1}
12a_901,{-8; 4; -1; 4; -11; 19; -27; 34; -35; 33; -26; 18; -10; 4; -1}
12a_902,{-7; 5; -1; 4; -10; 17; -25; 32; -33; 32; -26; 18; -10; 4; -1}
12a_903,{0; 12; 1; -4; 11; -20; 31; -37; 40; -38; 30; -21; 11; -4; 1}
12a_904,{-3; 9; 1; -4; 9; -15; 22; -27; 29; -26; 22; -15; 8; -4; 1}
12a_905,{-4; 8; 1; -4; 10; -17; 23; -28; 30; -26; 22; -15; 8; -4; 1}
12a_906,{-6; 6; 1; -4; 11; -20; 30; -37; 39; -37; 30; -20; 11; -4; 1}
12a_907,{-1; 11; -1; 5; -11; 19; -27; 34; -35; 33; -27; 18; -10; 4; -1}
12a_908,{-2; 10; -1; 5; -12; 21; -29; 36; -37; 34; -27; 18; -10; 4; -1}
12a_909,{-2; 10; 1; -3; 6; -8; 12; -14; 15; -15; 12; -9; 6; -3; 1}
12a_910,{-3; 9; 1; -4; 10; -16; 23; -27; 28; -26; 20; -13; 7; -3; 1}
12a_911,{-3; 9; 1; -3; 8; -14; 22; -28; 30; -29; 24; -17; 10; -4; 1}
12a_912,{-4; 8; 1; -3; 7; -10; 14; -17; 17; -16; 13; -9; 6; -3; 1}
12a_913,{-5; 7; 1; -4; 10; -18; 26; -32; 35; -32; 27; -19; 10; -4; 1}
12a_914,{-10; 2; -1; 5; -13; 22; -32; 39; -40; 38; -30; 20; -10; 4; -1}
12a_915,{-3; 9; 1; -4; 11; -21; 32; -40; 44; -41; 34; -24; 13; -5; 1}
12a_916,{-8; 4; -1; 3; -7; 12; -18; 22; -22; 22; -17; 12; -7; 3; -1}
12a_917,{-7; 5; -1; 3; -8; 15; -22; 28; -30; 30; -24; 17; -10; 4; -1}
12a_918,{-8; 4; -1; 5; -13; 22; -31; 38; -39; 36; -28; 19; -10; 4; -1}
12a_919,{-7; 5; -1; 4; -9; 15; -22; 28; -29; 28; -23; 16; -9; 4; -1}
12a_920,{-2; 10; 1; -3; 6; -10; 15; -17; 19; -18; 15; -11; 6; -3; 1}
12a_921,{-3; 9; 1; -4; 9; -15; 22; -26; 28; -25; 20; -14; 7; -3; 1}
12a_922,{-3; 9; 1; -5; 14; -25; 36; -43; 46; -42; 33; -22; 11; -4; 1}
12a_923,{1; 13; 1; -3; 7; -10; 16; -19; 20; -20; 16; -12; 7; -3; 1}
12a_924,{0; 12; 1; -4; 10; -16; 24; -28; 30; -28; 21; -15; 8; -3; 1}
12a_925,{-7; 5; -1; 4; -11; 20; -29; 37; -39; 37; -30; 21; -11; 4; -1}
12a_926,{-3; 9; 1; -3; 6; -10; 15; -18; 20; -18; 15; -11; 6; -3; 1}
12a_927,{-4; 8; 1; -4; 9; -15; 21; -24; 26; -23; 18; -13; 7; -3; 1}
12a_928,{-7; 5; -1; 5; -13; 25; -37; 46; -50; 47; -38; 27; -14; 5; -1}
12a_929,{-5; 7; 1; -4; 9; -16; 24; -29; 32; -30; 25; -18; 10; -4; 1}
12a_930,{1; 13; 1; -3; 8; -12; 18; -21; 22; -22; 17; -12; 7; -3; 1}
12a_931,{0; 12; 1; -3; 8; -14; 22; -26; 28; -27; 21; -15; 8; -3; 1}
12a_932,{-5; 7; 1; -4; 10; -17; 25; -31; 33; -31; 26; -18; 10; -4; 1}
12a_933,{-8; 4; -1; 4; -10; 19; -28; 34; -36; 34; -27; 19; -10; 4; -1}
12a_934,{-3; 9; 1; -4; 11; -20; 29; -35; 38; -35; 28; -19; 10; -4; 1}
12a_935,{-7; 5; -1; 4; -11; 21; -31; 40; -43; 41; -34; 24; -13; 5; -1}
12a_936,{-6; 6; 1; -4; 9; -16; 24; -29; 32; -30; 24; -17; 10; -4; 1}
12a_937,{1; 13; 1; -2; 5; -6; 9; -11; 11; -11; 9; -7; 4; -2; 1}
12a_938,{0; 12; 1; -3; 8; -12; 17; -20; 21; -19; 14; -10; 5; -2; 1}
12a_939,{-3; 9; 1; -3; 7; -12; 18; -23; 25; -23; 20; -14; 8; -4; 1}
12a_940,{-4; 8; 1; -4; 10; -15; 21; -25; 25; -23; 18; -12; 7; -3; 1}
12a_941,{-3; 9; 1; -3; 7; -11; 16; -20; 21; -19; 16; -11; 6; -3; 1}
12a_942,{-4; 8; 1; -4; 10; -16; 22; -26; 27; -24; 19; -13; 7; -3; 1}
12a_943,{-6; 6; 1; -4; 10; -18; 27; -33; 35; -33; 27; -18; 10; -4; 1}
12a_944,{-5; 7; -1; 4; -9; 15; -21; 25; -25; 24; -18; 12; -7; 3; -1}
12a_945,{-4; 8; -1; 4; -9; 16; -23; 29; -31; 30; -24; 17; -10; 4; -1}
12a_946,{1; 13; 1; -3; 8; -12; 18; -22; 23; -22; 18; -13; 7; -3; 1}
12a_947,{0; 12; 1; -3; 8; -13; 19; -23; 25; -23; 18; -13; 7; -3; 1}
12a_948,{-4; 8; -1; 4; -11; 21; -30; 38; -40; 38; -31; 21; -11; 4; -1}
12a_949,{-3; 9; 1; -4; 10; -17; 25; -31; 33; -30; 25; -17; 9; -4; 1}
12a_950,{-4; 8; 1; -4; 10; -17; 24; -29; 31; -28; 23; -16; 9; -4; 1}
12a_951,{-8; 4; -1; 5; -14; 25; -36; 45; -47; 44; -35; 24; -13; 5; -1}
12a_952,{1; 13; 1; -3; 7; -10; 15; -17; 18; -18; 14; -10; 6; -3; 1}
12a_953,{0; 12; 1; -4; 10; -16; 24; -28; 29; -27; 21; -14; 7; -3; 1}
12a_954,{-3; 9; 1; -4; 10; -18; 26; -31; 34; -31; 25; -17; 9; -4; 1}
12a_955,{-4; 8; 1; -4; 9; -16; 24; -28; 30; -28; 23; -16; 9; -4; 1}
12a_956,{-11; 1; -1; 4; -10; 18; -26; 31; -33; 31; -24; 17; -9; 4; -1}
12a_957,{-10; 2; -1; 4; -10; 17; -24; 30; -32; 30; -24; 17; -9; 4; -1}
12a_958,{-11; 1; -1; 4; -9; 16; -24; 29; -31; 29; -23; 17; -9; 4; -1}
12a_959,{-10; 2; -1; 4; -10; 18; -26; 32; -34; 32; -26; 18; -9; 4; -1}
12a_960,{-6; 6; 1; -5; 13; -23; 34; -42; 45; -42; 34; -23; 13; -5; 1}
12a_961,{-6; 6; 1; -5; 13; -24; 35; -42; 45; -41; 33; -22; 11; -4; 1}
