Name,Jones (vector)
12a_962,{-4; 8; -1; 4; -11; 20; -28; 36; -38; 36; -29; 20; -11; 4; -1}
12a_963,{-8; 4; 1; -5; 11; -19; 27; -32; 35; -32; 26; -18; 10; -4; 1}
12a_964,{-8; 4; -1; 4; -11; 21; -30; 38; -41; 38; -31; 22; -12; 5; -1}
12a_965,{-6; 6; 1; -5; 14; -25; 36; -45; 48; -44; 36; -24; 13; -5; 1}
12a_966,{-5; 7; -1; 4; -10; 18; -26; 33; -34; 32; -26; 18; -10; 4; -1}
12a_967,{-12; 0; 1; -5; 12; -22; 31; -38; 41; -37; 30; -20; 11; -4; 1}
12a_968,{-6; 6; 1; -4; 10; -17; 24; -29; 31; -28; 22; -15; 8; -3; 1}
12a_969,{-5; 7; 1; -3; 7; -11; 16; -20; 21; -20; 17; -12; 7; -3; 1}
12a_970,{-9; 3; -1; 3; -6; 9; -12; 15; -15; 14; -12; 9; -5; 3; -1}
12a_971,{-8; 4; -1; 3; -7; 13; -19; 24; -25; 24; -20; 14; -8; 4; -1}
12a_972,{-7; 5; 1; -4; 9; -15; 22; -27; 28; -26; 22; -15; 9; -4; 1}
12a_973,{3; 15; 1; -4; 11; -18; 29; -36; 38; -37; 30; -21; 12; -5; 1}
12a_974,{2; 14; 1; -4; 10; -15; 22; -26; 27; -25; 20; -14; 8; -4; 1}
12a_975,{-8; 4; 1; -4; 10; -19; 27; -33; 36; -33; 28; -19; 10; -4; 1}
12a_976,{-10; 2; -1; 4; -11; 22; -33; 41; -45; 43; -35; 25; -13; 5; -1}
12a_977,{1; 13; 1; -3; 8; -13; 20; -25; 27; -26; 22; -16; 9; -4; 1}
12a_978,{0; 12; 1; -3; 7; -11; 16; -19; 21; -19; 15; -11; 6; -3; 1}
12a_979,{-7; 5; -1; 4; -11; 19; -27; 34; -35; 34; -27; 18; -10; 4; -1}
12a_980,{-11; 1; -1; 4; -11; 21; -31; 38; -41; 39; -31; 22; -12; 5; -1}
12a_981,{-8; 4; -1; 3; -7; 11; -16; 20; -20; 20; -15; 11; -7; 3; -1}
12a_982,{-7; 5; -1; 3; -8; 14; -21; 28; -29; 29; -24; 17; -10; 4; -1}
12a_983,{0; 12; 1; -4; 11; -19; 28; -34; 37; -34; 27; -19; 10; -4; 1}
12a_984,{-12; 0; -1; 3; -6; 9; -12; 14; -15; 14; -11; 9; -5; 3; -1}
12a_985,{-11; 1; -1; 3; -7; 12; -18; 23; -24; 23; -19; 14; -8; 4; -1}
12a_986,{-7; 5; -1; 5; -13; 23; -34; 43; -45; 43; -35; 24; -13; 5; -1}
12a_987,{-11; 1; -1; 4; -10; 19; -28; 33; -36; 34; -26; 19; -10; 4; -1}
12a_988,{-11; 1; -1; 3; -6; 10; -15; 18; -19; 18; -14; 11; -6; 3; -1}
12a_989,{-10; 2; -1; 3; -7; 13; -20; 25; -27; 27; -22; 16; -9; 4; -1}
12a_990,{-6; 6; 1; -4; 10; -19; 27; -33; 37; -33; 27; -19; 10; -4; 1}
12a_991,{-10; 2; 1; -4; 10; -18; 25; -31; 33; -30; 25; -17; 10; -4; 1}
12a_992,{-6; 6; 1; -5; 13; -23; 33; -40; 43; -39; 31; -21; 11; -4; 1}
12a_993,{-5; 7; -1; 4; -9; 16; -23; 29; -30; 28; -23; 16; -9; 4; -1}
12a_994,{-3; 9; 1; -5; 13; -23; 35; -43; 46; -43; 35; -24; 13; -5; 1}
12a_995,{3; 15; 1; -4; 11; -18; 28; -34; 36; -34; 27; -19; 10; -4; 1}
12a_996,{2; 14; 1; -4; 10; -16; 24; -28; 30; -28; 22; -16; 9; -4; 1}
12a_997,{-3; 9; 1; -4; 10; -17; 26; -32; 34; -32; 26; -18; 10; -4; 1}
12a_998,{-3; 9; 1; -5; 13; -22; 32; -38; 40; -37; 29; -19; 10; -4; 1}
12a_999,{-8; 4; -1; 3; -8; 14; -21; 26; -26; 26; -20; 14; -8; 3; -1}
12a_1000,{-7; 5; -1; 3; -8; 13; -18; 23; -23; 23; -18; 12; -7; 3; -1}
12a_1001,{-4; 8; 1; -4; 10; -16; 23; -28; 29; -27; 22; -15; 9; -4; 1}
12a_1002,{-8; 4; -1; 4; -9; 15; -22; 27; -28; 27; -21; 15; -9; 4; -1}
12a_1003,{-11; 1; -1; 4; -11; 20; -29; 35; -37; 35; -27; 19; -10; 4; -1}
12a_1004,{3; 15; 1; -4; 12; -21; 32; -39; 42; -39; 31; -22; 11; -4; 1}
12a_1005,{-7; 5; -1; 5; -12; 21; -30; 36; -38; 36; -28; 19; -10; 4; -1}
12a_1006,{-7; 5; -1; 4; -9; 16; -24; 30; -32; 31; -25; 18; -10; 4; -1}
12a_1007,{-7; 5; 1; -4; 8; -13; 18; -21; 22; -19; 16; -11; 6; -3; 1}
12a_1008,{-6; 6; 1; -4; 9; -16; 24; -29; 31; -29; 24; -16; 9; -4; 1}
12a_1009,{-1; 11; -1; 4; -7; 12; -16; 20; -21; 19; -16; 11; -6; 3; -1}
12a_1010,{-2; 10; -1; 5; -11; 19; -25; 30; -31; 27; -21; 14; -7; 3; -1}
12a_1011,{-6; 6; 1; -3; 6; -10; 14; -17; 19; -17; 14; -10; 6; -3; 1}
12a_1012,{-5; 7; 1; -3; 7; -12; 18; -23; 25; -24; 21; -15; 9; -4; 1}
12a_1013,{-4; 8; -1; 3; -6; 10; -13; 17; -18; 17; -14; 10; -6; 3; -1}
12a_1014,{-5; 7; -1; 4; -9; 16; -22; 26; -27; 25; -19; 13; -7; 3; -1}
12a_1015,{-7; 5; 1; -3; 7; -12; 16; -19; 20; -18; 15; -10; 6; -3; 1}
12a_1016,{-6; 6; 1; -3; 8; -14; 20; -26; 28; -26; 22; -15; 9; -4; 1}
12a_1017,{-3; 9; -1; 3; -5; 9; -12; 15; -16; 15; -13; 10; -6; 3; -1}
12a_1018,{-4; 8; -1; 4; -8; 14; -19; 23; -25; 23; -18; 13; -7; 3; -1}
12a_1019,{-6; 6; 1; -6; 16; -30; 44; -54; 59; -54; 44; -30; 16; -6; 1}
12a_1020,{-4; 8; -1; 6; -15; 27; -39; 48; -51; 48; -38; 26; -14; 5; -1}
12a_1021,{-3; 9; 1; -6; 17; -30; 43; -52; 55; -50; 40; -26; 13; -5; 1}
12a_1022,{-2; 10; -1; 5; -11; 21; -30; 36; -39; 36; -28; 20; -11; 4; -1}
12a_1023,{-3; 9; 1; -3; 6; -10; 15; -18; 20; -18; 15; -11; 6; -3; 1}
12a_1024,{-4; 8; 1; -4; 9; -14; 19; -22; 23; -20; 16; -11; 6; -3; 1}
12a_1025,{-9; 3; 1; -6; 14; -24; 33; -39; 41; -36; 29; -18; 9; -4; 1}
12a_1026,{-8; 4; 1; -5; 9; -14; 20; -23; 25; -23; 19; -13; 8; -4; 1}
12a_1027,{-8; 4; -1; 2; -4; 7; -10; 12; -12; 12; -9; 7; -4; 2; -1}
12a_1028,{-7; 5; -1; 2; -5; 9; -12; 16; -17; 17; -14; 10; -6; 3; -1}
12a_1029,{-7; 5; -1; 2; -4; 7; -9; 11; -12; 12; -9; 7; -4; 2; -1}
12a_1030,{-6; 6; -1; 2; -4; 7; -9; 12; -13; 13; -11; 9; -6; 3; -1}
12a_1031,{-9; 3; -1; 3; -6; 9; -12; 14; -14; 13; -10; 8; -4; 2; -1}
12a_1032,{-8; 4; -1; 3; -7; 12; -17; 21; -21; 20; -16; 11; -6; 3; -1}
12a_1033,{-8; 4; -1; 3; -6; 10; -14; 16; -16; 15; -11; 8; -4; 2; -1}
12a_1034,{-7; 5; -1; 3; -6; 10; -14; 17; -18; 18; -14; 10; -6; 3; -1}
12a_1035,{3; 15; 1; -3; 7; -11; 18; -22; 24; -23; 19; -14; 8; -4; 1}
12a_1036,{1; 13; 1; -3; 7; -11; 18; -22; 24; -24; 20; -15; 9; -4; 1}
12a_1037,{2; 14; 1; -4; 10; -16; 23; -27; 29; -26; 21; -15; 8; -4; 1}
12a_1038,{0; 12; 1; -4; 10; -16; 24; -29; 31; -29; 23; -16; 9; -4; 1}
12a_1039,{-6; 6; 1; -3; 7; -11; 16; -20; 21; -20; 16; -11; 7; -3; 1}
12a_1040,{-7; 5; 1; -3; 7; -11; 15; -17; 17; -16; 12; -8; 5; -2; 1}
12a_1041,{-1; 11; -1; 5; -11; 21; -31; 39; -42; 40; -33; 23; -13; 5; -1}
12a_1042,{-5; 7; -1; 5; -13; 23; -32; 39; -40; 37; -29; 19; -10; 4; -1}
12a_1043,{-4; 8; -1; 5; -11; 18; -25; 31; -32; 30; -24; 16; -9; 4; -1}
12a_1044,{-2; 10; -1; 5; -10; 17; -24; 29; -30; 28; -22; 15; -9; 4; -1}
12a_1045,{-2; 10; 1; -3; 7; -12; 18; -22; 25; -24; 20; -15; 9; -4; 1}
12a_1046,{-3; 9; 1; -4; 10; -17; 25; -30; 32; -30; 24; -16; 9; -4; 1}
12a_1047,{-8; 4; -1; 3; -7; 12; -17; 21; -22; 21; -16; 12; -7; 3; -1}
12a_1048,{-7; 5; -1; 3; -8; 15; -22; 29; -31; 30; -25; 18; -10; 4; -1}
12a_1049,{-8; 4; -1; 4; -10; 18; -26; 32; -34; 32; -25; 18; -10; 4; -1}
12a_1050,{-5; 7; -1; 5; -13; 25; -35; 43; -46; 42; -34; 23; -12; 5; -1}
12a_1051,{-2; 10; 1; -3; 6; -9; 13; -15; 17; -16; 13; -10; 6; -3; 1}
12a_1052,{-3; 9; 1; -4; 10; -17; 24; -28; 30; -27; 21; -14; 7; -3; 1}
12a_1053,{-7; 5; -1; 4; -11; 20; -28; 35; -37; 35; -28; 19; -10; 4; -1}
12a_1054,{-8; 4; -1; 4; -10; 19; -28; 34; -36; 34; -27; 19; -10; 4; -1}
12a_1055,{-7; 5; -1; 4; -10; 18; -25; 31; -33; 31; -25; 17; -9; 4; -1}
12a_1056,{-3; 9; 1; -4; 11; -20; 30; -37; 40; -37; 30; -21; 11; -4; 1}
12a_1057,{-5; 7; -1; 4; -10; 19; -29; 37; -39; 38; -31; 22; -13; 5; -1}
12a_1058,{-7; 5; -1; 4; -10; 18; -26; 33; -35; 33; -27; 19; -10; 4; -1}
12a_1059,{1; 13; 1; -3; 8; -13; 21; -26; 28; -28; 23; -17; 10; -4; 1}
12a_1060,{-3; 9; 1; -3; 7; -13; 21; -26; 29; -28; 23; -17; 10; -4; 1}
12a_1061,{-3; 9; 1; -5; 13; -23; 34; -40; 43; -40; 31; -21; 11; -4; 1}
12a_1062,{0; 12; 1; -3; 7; -11; 17; -20; 22; -21; 16; -12; 7; -3; 1}
12a_1063,{-4; 8; 1; -3; 6; -9; 13; -15; 16; -15; 12; -9; 6; -3; 1}
12a_1064,{-3; 9; 1; -4; 9; -14; 21; -25; 26; -24; 19; -13; 7; -3; 1}
12a_1065,{-5; 7; -1; 5; -14; 26; -37; 46; -48; 45; -36; 24; -13; 5; -1}
12a_1066,{-3; 9; 1; -3; 8; -14; 20; -24; 26; -24; 19; -13; 7; -3; 1}
12a_1067,{-3; 9; 1; -5; 14; -24; 35; -42; 44; -41; 32; -21; 11; -4; 1}
12a_1068,{-4; 8; 1; -3; 7; -12; 18; -21; 22; -21; 17; -12; 7; -3; 1}
12a_1069,{-3; 9; 1; -4; 11; -20; 29; -35; 38; -35; 28; -19; 10; -4; 1}
12a_1070,{-4; 8; -1; 5; -12; 22; -31; 39; -42; 39; -32; 22; -12; 5; -1}
12a_1071,{-3; 9; 1; -4; 10; -18; 27; -33; 36; -33; 27; -19; 10; -4; 1}
12a_1072,{-11; 1; -1; 5; -13; 22; -31; 37; -38; 35; -27; 18; -9; 4; -1}
12a_1073,{0; 12; 1; -4; 10; -17; 26; -31; 34; -32; 25; -18; 10; -4; 1}
12a_1074,{-2; 10; 1; -4; 10; -16; 23; -28; 30; -28; 23; -16; 9; -4; 1}
12a_1075,{-4; 8; 1; -4; 9; -15; 22; -26; 28; -26; 21; -15; 9; -4; 1}
12a_1076,{-6; 6; 1; -5; 13; -23; 33; -41; 44; -40; 33; -22; 12; -5; 1}
12a_1077,{-10; 2; -1; 4; -9; 14; -20; 25; -26; 25; -20; 14; -8; 4; -1}
12a_1078,{-5; 7; -1; 5; -14; 25; -35; 43; -44; 41; -32; 21; -11; 4; -1}
12a_1079,{-3; 9; 1; -5; 14; -24; 34; -41; 43; -39; 31; -20; 10; -4; 1}
12a_1080,{-2; 10; 1; -4; 10; -16; 24; -29; 31; -30; 24; -17; 10; -4; 1}
12a_1081,{-6; 6; 1; -4; 10; -18; 26; -32; 35; -32; 26; -18; 10; -4; 1}
12a_1082,{-2; 10; 1; -3; 8; -14; 21; -26; 29; -28; 23; -17; 10; -4; 1}
12a_1083,{-5; 7; -1; 3; -7; 13; -19; 25; -26; 25; -21; 15; -9; 4; -1}
12a_1084,{-2; 10; 1; -3; 8; -12; 17; -21; 22; -21; 17; -12; 7; -3; 1}
12a_1085,{-3; 9; 1; -3; 9; -16; 23; -28; 30; -28; 22; -15; 8; -3; 1}
12a_1086,{-8; 4; -1; 4; -10; 17; -24; 30; -31; 29; -23; 16; -9; 4; -1}
12a_1087,{-6; 6; 1; -4; 11; -19; 27; -34; 36; -33; 27; -18; 10; -4; 1}
12a_1088,{-6; 6; 1; -4; 11; -21; 31; -38; 41; -38; 31; -21; 11; -4; 1}
12a_1089,{-2; 10; 1; -3; 8; -13; 19; -23; 24; -23; 19; -13; 7; -3; 1}
12a_1090,{-3; 9; 1; -3; 8; -14; 21; -26; 28; -26; 21; -15; 8; -3; 1}
12a_1091,{-5; 7; -1; 4; -11; 21; -29; 36; -38; 35; -28; 19; -10; 4; -1}
12a_1092,{-4; 8; -1; 4; -11; 21; -29; 37; -39; 36; -30; 20; -10; 4; -1}
12a_1093,{-4; 8; -1; 4; -10; 18; -24; 31; -33; 30; -25; 17; -9; 4; -1}
12a_1094,{-3; 9; 1; -3; 7; -12; 18; -21; 23; -22; 17; -12; 7; -3; 1}
12a_1095,{-6; 6; -1; 3; -6; 9; -11; 14; -14; 13; -11; 8; -5; 3; -1}
12a_1096,{-8; 4; -1; 5; -13; 23; -33; 41; -43; 40; -32; 22; -12; 5; -1}
12a_1097,{2; 14; 1; -4; 10; -17; 26; -31; 34; -32; 26; -19; 11; -5; 1}
12a_1098,{0; 12; 1; -5; 14; -24; 36; -44; 47; -44; 35; -24; 13; -5; 1}
12a_1099,{-11; 1; -1; 4; -11; 19; -27; 33; -34; 32; -25; 17; -9; 4; -1}
12a_1100,{-7; 5; -1; 4; -11; 20; -30; 39; -41; 40; -33; 23; -13; 5; -1}
12a_1101,{-11; 1; -1; 4; -10; 18; -28; 35; -37; 36; -29; 21; -12; 5; -1}
12a_1102,{-6; 6; 1; -5; 14; -25; 37; -46; 49; -46; 37; -25; 14; -5; 1}
12a_1103,{-10; 2; -1; 4; -10; 16; -23; 29; -30; 29; -23; 16; -9; 4; -1}
12a_1104,{-8; 4; -1; 4; -10; 18; -26; 32; -34; 32; -25; 18; -10; 4; -1}
12a_1105,{-6; 6; 1; -5; 13; -24; 35; -43; 47; -43; 35; -24; 13; -5; 1}
12a_1106,{-4; 8; 1; -4; 10; -17; 25; -30; 32; -30; 24; -17; 10; -4; 1}
12a_1107,{-9; 3; -1; 3; -6; 9; -13; 16; -16; 16; -13; 10; -6; 3; -1}
12a_1108,{-8; 4; -1; 3; -7; 13; -19; 23; -24; 23; -18; 13; -7; 3; -1}
12a_1109,{-3; 9; 1; -4; 10; -19; 29; -36; 40; -37; 31; -22; 12; -5; 1}
12a_1110,{-2; 10; -1; 5; -13; 24; -34; 43; -45; 42; -34; 23; -13; 5; -1}
12a_1111,{-7; 5; 1; -4; 9; -16; 24; -30; 32; -30; 26; -18; 11; -5; 1}
12a_1112,{3; 15; 1; -4; 11; -18; 27; -32; 34; -32; 25; -17; 9; -4; 1}
12a_1113,{2; 14; 1; -4; 10; -17; 26; -30; 32; -30; 24; -17; 9; -4; 1}
12a_1114,{-12; 0; -1; 3; -6; 8; -11; 13; -13; 13; -10; 8; -5; 3; -1}
12a_1115,{-11; 1; -1; 3; -7; 12; -19; 24; -25; 25; -20; 15; -9; 4; -1}
12a_1116,{-11; 1; -1; 4; -10; 17; -24; 28; -29; 27; -20; 14; -7; 3; -1}
12a_1117,{0; 12; 1; -5; 14; -24; 35; -42; 44; -40; 32; -21; 10; -4; 1}
12a_1118,{-10; 2; -1; 3; -6; 9; -13; 16; -17; 17; -13; 10; -6; 3; -1}
12a_1119,{-5; 7; -1; 4; -9; 15; -21; 26; -26; 24; -19; 13; -7; 3; -1}
12a_1120,{-8; 4; -1; 3; -6; 9; -13; 16; -16; 16; -12; 9; -6; 3; -1}
12a_1121,{-7; 5; -1; 3; -7; 13; -20; 26; -28; 28; -23; 17; -10; 4; -1}
12a_1122,{-5; 7; -1; 5; -14; 26; -36; 44; -46; 42; -33; 22; -11; 4; -1}
12a_1123,{-6; 6; 1; -4; 11; -22; 32; -39; 43; -39; 32; -22; 11; -4; 1}
12a_1124,{-6; 6; 1; -3; 9; -17; 25; -31; 33; -31; 25; -17; 9; -3; 1}
12a_1125,{-2; 10; 1; -2; 4; -7; 11; -13; 15; -15; 13; -10; 6; -3; 1}
12a_1126,{-3; 9; 1; -3; 6; -9; 14; -17; 18; -17; 14; -10; 6; -3; 1}
12a_1127,{-6; 6; 1; -2; 5; -8; 11; -14; 15; -14; 11; -8; 5; -2; 1}
12a_1128,{-8; 4; -1; 2; -3; 5; -7; 8; -8; 8; -6; 5; -3; 2; -1}
12a_1129,{-7; 5; -1; 2; -4; 8; -11; 14; -16; 16; -13; 10; -6; 3; -1}
12a_1130,{-7; 5; -1; 3; -6; 10; -14; 18; -19; 18; -15; 11; -6; 3; -1}
12a_1131,{-9; 3; -1; 3; -5; 7; -9; 10; -10; 9; -7; 6; -3; 2; -1}
12a_1132,{-8; 4; -1; 3; -6; 11; -16; 19; -20; 19; -15; 11; -6; 3; -1}
12a_1133,{-8; 4; -1; 4; -9; 15; -20; 24; -25; 22; -17; 12; -6; 3; -1}
12a_1134,{-2; 10; 1; -2; 3; -4; 6; -6; 7; -7; 6; -5; 3; -2; 1}
12a_1135,{-3; 9; 1; -3; 6; -9; 13; -15; 16; -14; 11; -8; 4; -2; 1}
12a_1136,{-3; 9; 1; -3; 7; -12; 18; -21; 23; -22; 17; -12; 7; -3; 1}
12a_1137,{-4; 8; 1; -4; 9; -14; 19; -21; 22; -19; 14; -10; 5; -2; 1}
12a_1138,{-6; 6; -1; 2; -3; 6; -8; 10; -11; 11; -10; 8; -5; 3; -1}
12a_1139,{-7; 5; -1; 3; -5; 8; -11; 14; -15; 14; -12; 9; -5; 3; -1}
12a_1140,{-4; 8; 1; -3; 6; -9; 13; -14; 14; -13; 10; -7; 4; -2; 1}
12a_1141,{-4; 8; -1; 3; -7; 13; -18; 24; -26; 25; -21; 15; -9; 4; -1}
12a_1142,{-6; 6; -1; 2; -4; 8; -10; 13; -15; 14; -12; 10; -6; 3; -1}
12a_1143,{-5; 7; -1; 4; -10; 18; -25; 31; -32; 30; -24; 16; -9; 4; -1}
12a_1144,{-7; 5; -1; 3; -6; 11; -15; 18; -20; 19; -15; 11; -6; 3; -1}
12a_1145,{-3; 9; 1; -2; 4; -6; 9; -11; 12; -11; 9; -7; 4; -2; 1}
12a_1146,{-4; 8; 1; -3; 7; -11; 15; -17; 18; -16; 12; -9; 5; -2; 1}
12a_1147,{-3; 9; 1; -2; 5; -9; 14; -17; 19; -19; 15; -11; 7; -3; 1}
12a_1148,{-4; 8; 1; -2; 4; -6; 9; -10; 10; -10; 8; -6; 4; -2; 1}
12a_1149,{-5; 7; 1; -2; 3; -3; 4; -4; 4; -4; 3; -3; 2; -1; 1}
12a_1150,{-6; 6; 1; -3; 8; -15; 23; -29; 31; -30; 25; -17; 10; -4; 1}
12a_1151,{-7; 5; 1; -3; 7; -11; 16; -20; 20; -19; 16; -11; 7; -3; 1}
12a_1152,{-6; 6; 1; -5; 14; -27; 40; -49; 53; -49; 40; -27; 14; -5; 1}
12a_1153,{-2; 10; 1; -3; 7; -11; 16; -19; 21; -20; 16; -12; 7; -3; 1}
12a_1154,{-3; 9; 1; -4; 10; -17; 25; -29; 31; -29; 22; -15; 8; -3; 1}
12a_1155,{0; 12; 1; -4; 11; -21; 33; -40; 44; -42; 34; -24; 13; -5; 1}
12a_1156,{-2; 10; 1; -4; 10; -17; 25; -30; 32; -30; 25; -17; 9; -4; 1}
12a_1157,{-1; 11; 1; -1; 2; -3; 4; -4; 5; -5; 4; -4; 3; -2; 1}
12a_1158,{-2; 10; 1; -2; 4; -6; 9; -10; 11; -11; 9; -7; 4; -2; 1}
12a_1159,{-2; 10; 1; -2; 5; -8; 12; -15; 17; -17; 14; -11; 7; -3; 1}
12a_1160,{-3; 9; 1; -3; 6; -9; 14; -16; 17; -16; 12; -9; 5; -2; 1}
12a_1161,{-3; 9; 1; -2; 4; -6; 9; -10; 11; -11; 8; -6; 4; -2; 1}
12a_1162,{-2; 10; 1; -1; 3; -5; 7; -9; 10; -10; 9; -7; 4; -2; 1}
12a_1163,{-3; 9; 1; -2; 5; -8; 12; -15; 16; -15; 12; -9; 5; -2; 1}
12a_1164,{-2; 10; 1; -1; 4; -7; 10; -14; 16; -16; 14; -11; 7; -3; 1}
12a_1165,{-3; 9; 1; -1; 3; -5; 7; -9; 10; -10; 8; -6; 4; -2; 1}
12a_1166,{-4; 8; 1; -1; 2; -3; 4; -4; 4; -4; 3; -3; 2; -1; 1}
12a_1167,{-6; 6; 1; -5; 14; -26; 38; -47; 51; -47; 38; -26; 14; -5; 1}
12a_1168,{-8; 4; -1; 3; -7; 13; -19; 23; -24; 23; -18; 13; -7; 3; -1}
12a_1169,{-7; 5; -1; 3; -7; 12; -16; 20; -21; 20; -16; 11; -6; 3; -1}
12a_1170,{-7; 5; -1; 3; -7; 13; -18; 22; -24; 23; -18; 13; -7; 3; -1}
12a_1171,{-6; 6; -1; 3; -6; 10; -13; 16; -17; 16; -13; 10; -6; 3; -1}
12a_1172,{-7; 5; -1; 4; -10; 18; -26; 33; -35; 33; -27; 19; -10; 4; -1}
12a_1173,{-3; 9; 1; -4; 10; -18; 28; -34; 37; -35; 28; -20; 11; -4; 1}
12a_1174,{-5; 7; -1; 3; -7; 12; -17; 22; -22; 21; -17; 12; -7; 3; -1}
12a_1175,{-3; 9; 1; -4; 10; -18; 27; -33; 36; -33; 27; -19; 10; -4; 1}
12a_1176,{-8; 4; -1; 3; -6; 10; -14; 17; -18; 17; -13; 10; -6; 3; -1}
12a_1177,{-7; 5; -1; 3; -7; 14; -21; 27; -30; 29; -24; 18; -10; 4; -1}
12a_1178,{-7; 5; -1; 4; -9; 15; -20; 24; -25; 23; -18; 12; -6; 3; -1}
12a_1179,{-6; 6; -1; 3; -5; 8; -10; 12; -13; 12; -10; 8; -5; 3; -1}
12a_1180,{-5; 7; -1; 3; -8; 15; -20; 25; -26; 24; -19; 13; -7; 3; -1}
12a_1181,{-4; 8; -1; 3; -7; 12; -15; 20; -21; 19; -16; 11; -6; 3; -1}
12a_1182,{-3; 9; 1; -4; 10; -17; 24; -28; 30; -27; 21; -14; 7; -3; 1}
12a_1183,{-2; 10; 1; -3; 7; -10; 14; -17; 18; -17; 14; -10; 6; -3; 1}
12a_1184,{-1; 11; -1; 4; -8; 14; -20; 26; -27; 26; -22; 15; -9; 4; -1}
12a_1185,{-2; 10; -1; 5; -12; 21; -29; 36; -37; 34; -27; 18; -10; 4; -1}
12a_1186,{-1; 11; -1; 5; -12; 22; -30; 37; -39; 36; -29; 19; -10; 4; -1}
12a_1187,{-9; 3; 1; -5; 14; -26; 37; -46; 49; -45; 37; -24; 13; -5; 1}
12a_1188,{-6; 6; 1; -6; 16; -29; 43; -53; 57; -53; 43; -29; 16; -6; 1}
12a_1189,{-2; 10; -1; 5; -12; 22; -32; 40; -42; 40; -32; 22; -13; 5; -1}
12a_1190,{-4; 8; -1; 5; -13; 23; -33; 42; -44; 42; -34; 23; -13; 5; -1}
12a_1191,{-10; 2; 1; -4; 8; -13; 18; -22; 23; -21; 18; -12; 8; -4; 1}
12a_1192,{-9; 3; 1; -4; 9; -17; 26; -33; 36; -34; 29; -20; 12; -5; 1}
12a_1193,{-9; 3; 1; -5; 13; -25; 38; -48; 52; -49; 41; -28; 16; -6; 1}
12a_1194,{-7; 5; 1; -4; 8; -14; 21; -25; 27; -25; 21; -15; 9; -4; 1}
12a_1195,{-4; 8; -1; 5; -12; 21; -29; 36; -38; 35; -28; 19; -10; 4; -1}
12a_1196,{-5; 7; -1; 5; -12; 23; -35; 44; -47; 45; -37; 26; -15; 6; -1}
12a_1197,{-5; 7; -1; 5; -12; 21; -30; 36; -37; 35; -27; 18; -10; 4; -1}
12a_1198,{-4; 8; -1; 5; -11; 19; -27; 33; -35; 33; -26; 18; -10; 4; -1}
12a_1199,{-6; 6; 1; -4; 9; -15; 22; -27; 29; -27; 22; -15; 9; -4; 1}
12a_1200,{-7; 5; 1; -4; 10; -17; 24; -29; 30; -28; 23; -15; 9; -4; 1}
12a_1201,{-5; 7; -1; 4; -10; 18; -26; 32; -33; 32; -25; 17; -10; 4; -1}
12a_1202,{-6; 6; 1; -3; 8; -14; 20; -25; 27; -25; 20; -14; 8; -3; 1}
12a_1203,{-8; 4; -1; 3; -7; 12; -17; 21; -22; 21; -16; 12; -7; 3; -1}
12a_1204,{-7; 5; -1; 3; -7; 12; -17; 22; -23; 22; -18; 13; -7; 3; -1}
12a_1205,{-6; 6; -1; 3; -6; 10; -14; 17; -17; 17; -14; 10; -6; 3; -1}
12a_1206,{0; 12; 1; -5; 13; -21; 31; -37; 39; -36; 28; -19; 10; -4; 1}
12a_1207,{-1; 11; -1; 5; -11; 19; -26; 32; -33; 31; -25; 16; -9; 4; -1}
12a_1208,{-2; 10; -1; 5; -12; 22; -31; 38; -39; 36; -29; 19; -10; 4; -1}
12a_1209,{-6; 6; 1; -4; 8; -15; 22; -26; 29; -26; 22; -15; 8; -4; 1}
12a_1210,{-10; 2; 1; -4; 8; -14; 20; -24; 25; -23; 20; -13; 8; -4; 1}
12a_1211,{-6; 6; 1; -5; 12; -22; 32; -39; 43; -39; 32; -22; 12; -5; 1}
12a_1212,{-4; 8; -1; 5; -11; 19; -27; 34; -36; 34; -28; 19; -11; 5; -1}
12a_1213,{-5; 7; -1; 5; -12; 22; -31; 38; -40; 37; -30; 20; -11; 5; -1}
12a_1214,{2; 14; 1; -1; 3; -3; 5; -6; 5; -6; 5; -4; 3; -2; 1}
12a_1215,{-2; 10; 1; -3; 6; -9; 14; -16; 17; -17; 14; -10; 6; -3; 1}
12a_1216,{-7; 5; 1; -4; 8; -14; 21; -26; 28; -26; 23; -16; 10; -5; 1}
12a_1217,{-6; 6; 1; -4; 9; -18; 28; -34; 38; -36; 30; -21; 12; -5; 1}
12a_1218,{-6; 6; 1; -3; 5; -9; 13; -15; 17; -15; 13; -9; 5; -3; 1}
12a_1219,{-8; 4; -1; 3; -6; 10; -15; 18; -18; 18; -14; 10; -6; 3; -1}
12a_1220,{-12; 0; -1; 3; -5; 8; -11; 12; -13; 12; -10; 8; -4; 3; -1}
12a_1221,{-4; 8; -1; 4; -9; 16; -23; 29; -30; 29; -24; 16; -9; 4; -1}
12a_1222,{-6; 6; 1; -4; 9; -17; 25; -30; 33; -30; 25; -17; 9; -4; 1}
12a_1223,{-2; 10; 1; -3; 7; -11; 16; -19; 21; -20; 16; -12; 7; -3; 1}
12a_1224,{-3; 9; 1; -3; 7; -12; 18; -21; 23; -22; 17; -12; 7; -3; 1}
12a_1225,{-6; 6; 1; -4; 10; -19; 27; -33; 37; -33; 27; -19; 10; -4; 1}
12a_1226,{-8; 4; -1; 3; -7; 12; -18; 22; -22; 22; -17; 12; -7; 3; -1}
